epoch,acc,loss,val_acc,val_loss
0,0.7355961203461796,0.5719192428583427,0.7361216778537619,0.6352142553365729
1,0.737022249082985,0.5582219584175425,0.7361216778537619,0.561771646425298
2,0.7372124000270232,0.5474774751073395,0.7361216778537619,0.5796300773384907
3,0.7382582243596404,0.5384189245432904,0.7361216778537619,0.5519643271830599
4,0.7383532997183211,0.5327860949372221,0.7349809922646207,0.5575757475406952
5,0.7402548037184624,0.5278547042040436,0.7338403089418157,0.5410427104384273
6,0.7430119809598428,0.5243070737436983,0.7357414478131573,0.5313489316987448
7,0.7473854364880048,0.5201426843972142,0.734600762224016,0.5369148229464832
